1,2,2.0,0.3819660112501051
2,3,1.5,0.1180339887498949
3,5,1.6666666666666667,0.04863267791677184
4,8,1.6,0.018033988749894814
5,13,1.625,0.0069660112501050975
6,21,1.6153846153846154,0.0026493733652794837
7,34,1.619047619047619,0.0010136302977241662
8,55,1.6176470588235294,3.8692992636546464E-4
9,89,1.6181818181818182,1.4782943192326314E-4
10,144,1.6179775280898876,5.6460660007306984E-5
11,233,1.6180555555555556,2.15668056606777E-5
12,377,1.6180257510729614,8.237676933475768E-6
13,610,1.6180371352785146,3.1465286196574738E-6
14,987,1.618032786885246,1.2018646489142526E-6
15,1597,1.618034447821682,4.590717870289751E-7
16,2584,1.6180338134001253,1.7534976959332482E-7
17,4181,1.618034055727554,6.697765919660981E-8
18,6765,1.6180339631667064,2.5583188456579364E-8
19,10946,1.6180339985218033,9.771908393574336E-9
20,17711,1.618033985017358,3.732536946188247E-9
